Start	Stop	Orientation	Length	LocusID	Class	Product	Note	SignalPeptide
1196465	1197513	-	1049	Amuc_1004	pseduogene	pseduogene	-	-
1197636	1198091	-	456	Amuc_1005	CDS	aldo/keto reductase	KEGG: afw:Anae109_3206 aldo/keto reductase	-
1198127	1198675	-	549	Amuc_1006	CDS	aldo/keto reductase	KEGG: rfr:Rfer_2445 aldo/keto reductase	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.928) with cleavage site probability 0.706 at residue 37
1198815	1199711	+	897	Amuc_1007	CDS	transcriptional regulator, AraC family	PFAM: helix-turn-helix- domain containing protein AraC type; KEGG: bth:BT_0729 transcriptional regulator	-
1200228	1204163	+	3936	Amuc_1008	CDS	glycoside hydrolase family 31	PFAM: glycoside hydrolase family 31; coagulation factor 5/8 type domain protein; Fibronectin type III domain protein; KEGG: bfs:BF1059 putative glycosyl hydrolase	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.991 at residue 31
1204447	1205757	+	1311	Amuc_1009	CDS	4Fe-4S ferredoxin iron-sulfur binding domain protein	PFAM: 4Fe-4S ferredoxin iron-sulfur binding domain protein; KEGG: dvl:Dvul_1913 4Fe-4S ferredoxin, iron-sulfur binding domain protein	-
1206019	1206504	+	486	Amuc_1010	CDS	response regulator receiver protein	PFAM: LytTr DNA-binding region; KEGG: bfr:BF2958 putative two-component system response regulator	-
1206664	1207503	+	840	Amuc_1011	CDS	conserved hypothetical protein	KEGG: bfs:BF2833 hypothetical protein	-
1207542	1208348	+	807	Amuc_1012	CDS	hypothetical protein	KEGG: bfs:BF2832 hypothetical protein	-
1208355	1208951	+	597	Amuc_1013	CDS	conserved hypothetical protein	KEGG: bfs:BF2831 hypothetical protein	-
1208966	1209196	+	231	Amuc_1014	CDS	conserved hypothetical protein	KEGG: bfs:BF2830 hypothetical protein	-
1209193	1209546	+	354	Amuc_1015	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.643) with cleavage site probability 0.470 at residue 24
1209564	1209884	-	321	Amuc_1016	CDS	conserved hypothetical protein	KEGG: plu:plu1400 hypothetical protein	-
1209881	1210585	-	705	Amuc_1017	CDS	conserved hypothetical protein	KEGG: amr:AM1_4012 hypothetical protein	-
1210602	1211207	-	606	Amuc_1018	CDS	multiple antibiotic resistance (MarC)-related protein	PFAM: multiple antibiotic resistance (MarC)-related protein; KEGG: spe:Spro_4649 multiple antibiotic resistance (MarC)-related protein	-
1211402	1211977	-	576	Amuc_1019	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.995) with cleavage site probability 0.600 at residue 23
1211974	1213614	-	1641	Amuc_1020	CDS	hypothetical protein	-	-
1214024	1214431	-	408	Amuc_1021	CDS	hypothetical protein	-	-
1214499	1215464	-	966	Amuc_1022	CDS	lipolytic protein G-D-S-L family	PFAM: lipolytic protein G-D-S-L family; KEGG: bfs:BF2244 putative hydrolase lipoprotein	-
1215461	1216519	-	1059	Amuc_1023	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.812) with cleavage site probability 0.794 at residue 22
1216516	1217136	-	621	Amuc_1024	CDS	hypothetical protein	-	-
1217203	1217976	-	774	Amuc_1025	CDS	Disulfide bond chaperones of the HSP33 family-like protein	KEGG: fnu:FN1610 33 kDa chaperonin	-
1218179	1218682	+	504	Amuc_1026	CDS	Peptidylprolyl isomerase	PFAM: peptidyl-prolyl cis-trans isomerase cyclophilin type; KEGG: xcv:XCV1033 peptidyl prolyl cis-trans isomerase, cyclophilin type	-
1218763	1220757	+	1995	Amuc_1027	CDS	ABC transporter related	PFAM: ABC transporter related; SMART: AAA ATPase; KEGG: sat:SYN_00466 ABC transporter ATP-binding protein	-
1220845	1221495	-	651	Amuc_1028	CDS	hypothetical protein	KEGG: hch:HCH_03306 protein of unknown function (DUF1555)	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.947 at residue 20
1221833	1222747	-	915	Amuc_1029	CDS	protein of unknown function DUF6 transmembrane	PFAM: protein of unknown function DUF6 transmembrane; KEGG: bld:BLi00251 YbfH	-
1222747	1223085	-	339	Amuc_1030	CDS	Cupin 2 conserved barrel domain protein	PFAM: Cupin 2 conserved barrel domain protein; KEGG: ang:An11g08750 hypothetical protein Pfam: Auxin_BP Cupin_3 AraC_binding Cupin_2	-
1223090	1224505	-	1416	Amuc_1031	CDS	cysteinyl-tRNA synthetase	KEGG: pcu:pc1235 cysteinyl-tRNA synthetase; TIGRFAM: cysteinyl-tRNA synthetase; PFAM: Cysteinyl-tRNA synthetase class Ia	-
1224627	1226183	-	1557	Amuc_1032	CDS	Beta-N-acetylhexosaminidase	PFAM: Glycoside hydrolase, family 20, catalytic core; KEGG: bth:BT_4394 beta-hexosaminidase precursor	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.999) with cleavage site probability 0.997 at residue 18
1226293	1228038	-	1746	Amuc_1033	CDS	sulfatase	PFAM: sulfatase; KEGG: rba:RB973 mucin-desulfating sulfatase (N-acetylglucosamine-6-sulfatase)	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.994 at residue 21
1228269	1229252	-	984	Amuc_1034	CDS	hypothetical protein	KEGG: pcu:pc1600 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.994) with cleavage site probability 0.317 at residue 23
1229318	1229599	-	282	Amuc_1035	CDS	hypothetical protein	-	-
1229683	1231482	-	1800	Amuc_1036	CDS	GTP-binding protein LepA	TIGRFAM: small GTP-binding protein; GTP-binding protein LepA; PFAM: elongation factor G domain protein; protein synthesis factor GTP-binding; elongation factor Tu domain 2 protein; GTP-binding protein LepA domain protein; KEGG: pcu:pc0322 GTP-binding protein LepA	-
1231730	1231933	+	204	Amuc_1037	CDS	conserved hypothetical protein	KEGG: mxa:MXAN_0608 hypothetical protein	-
1232004	1232171	-	168	Amuc_1038	CDS	hypothetical protein	-	-
1232285	1237882	-	5598	Amuc_1039	CDS	outer membrane autotransporter barrel domain protein	TIGRFAM: outer membrane autotransporter barrel domain protein; PFAM: Autotransporter beta- domain protein; KEGG: bch:Bcen2424_6767 outer membrane autotransporter barrel domain	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.992 at residue 24
1238246	1242442	-	4197	Amuc_1040	CDS	DNA-directed RNA polymerase, beta' subunit	KEGG: pcu:pc0605 DNA-directed RNA polymerase subunit beta'; TIGRFAM: DNA-directed RNA polymerase, beta' subunit; PFAM: RNA polymerase alpha subunit; cobalamin (vitamin B12) biosynthesis CbiG protein; RNA polymerase Rpb1 domain 3; RNA polymerase Rpb1 domain 1; RNA polymerase Rpb1 domain 5; RNA polymerase Rpb1 domain 4; SMART: RNA polymerase I subunit A domain protein	-
1242515	1246453	-	3939	Amuc_1041	CDS	DNA-directed RNA polymerase, beta subunit	TIGRFAM: DNA-directed RNA polymerase, beta subunit; PFAM: RNA polymerase Rpb2 domain 6; RNA polymerase Rpb2 domain 7; RNA polymerase Rpb2 domain 2; RNA polymerase beta subunit; RNA polymerase Rpb2 domain 3; KEGG: pcu:pc0604 DNA-directed RNA polymerase subunit beta	-
1246655	1247029	-	375	Amuc_1042	CDS	ribosomal protein L7/L12	TIGRFAM: ribosomal protein L7/L12; PFAM: Ribosomal protein L7/L12; KEGG: smd:Smed_0977 ribosomal protein L7/L12	-
1247188	1247691	-	504	Amuc_1043	CDS	ribosomal protein L10	PFAM: ribosomal protein L10; KEGG: ana:alr5302 50S ribosomal protein L10	-
1247713	1248414	-	702	Amuc_1044	CDS	ribosomal protein L1	PFAM: ribosomal protein L1; KEGG: gka:GK0094 50S ribosomal protein L1	-
1248466	1248894	-	429	Amuc_1045	CDS	ribosomal protein L11	PFAM: ribosomal protein L11; KEGG: sah:SaurJH1_0574 50S ribosomal protein L11	-
1248961	1249530	-	570	Amuc_1046	CDS	NusG antitermination factor	TIGRFAM: transcription termination/antitermination factor NusG; PFAM: KOW domain protein; NGN domain protein; KEGG: dde:Dde_2991 NusG antitermination factor	-
1249560	1249787	-	228	Amuc_1047	CDS	preprotein translocase, SecE subunit	TIGRFAM: preprotein translocase, SecE subunit; PFAM: protein secE/sec61-gamma protein; KEGG: tme:Tmel_0640 preprotein translocase, SecE subunit	-
1249821	1249896	-	76	Amuc_R0033	tRNA	tRNA-Trp	-	-
1249991	1251175	-	1185	Amuc_1048	CDS	translation elongation factor Tu	TIGRFAM: translation elongation factor Tu; small GTP-binding protein; PFAM: protein synthesis factor GTP-binding; elongation factor Tu domain protein; elongation factor Tu domain 2 protein; KEGG: rpd:RPD_3204 elongation factor Tu	-
1251220	1251294	-	75	Amuc_R0034	tRNA	tRNA-Thr	-	-
1251501	1252583	-	1083	Amuc_1049	CDS	metalloendopeptidase, glycoprotease family	KEGG: mxa:MXAN_2051 O-sialoglycoprotein endopeptidase; TIGRFAM: metalloendopeptidase, glycoprotease family; PFAM: peptidase M22 glycoprotease	-
1252607	1253977	-	1371	Amuc_1050	CDS	ATP-dependent Clp protease, ATP-binding subunit ClpX	KEGG: hsm:HSM_0214 ATP-dependent Clp protease, ATP-binding subunit ClpX; TIGRFAM: ATP-dependent Clp protease, ATP-binding subunit ClpX; PFAM: AAA ATPase central domain protein; zinc finger C4 domain protein; ATPase AAA-2 domain protein; SMART: AAA ATPase	-
1254017	1254673	-	657	Amuc_1051	CDS	Endopeptidase Clp	PFAM: peptidase S14 ClpP; KEGG: tme:Tmel_0984 ATP-dependent Clp protease, proteolytic subunit ClpP	-
1254796	1256106	-	1311	Amuc_1052	CDS	trigger factor	TIGRFAM: trigger factor; PFAM: peptidylprolyl isomerase FKBP-type; trigger factor domain protein; trigger factor domain; KEGG: sus:Acid_2025 trigger factor	-
1256369	1258792	+	2424	Amuc_1053	CDS	outer membrane protein assembly complex, YaeT protein	TIGRFAM: outer membrane protein assembly complex, YaeT protein; PFAM: surface antigen (D15); surface antigen variable number repeat protein; KEGG: sat:SYN_00921 outer membrane protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.999) with cleavage site probability 0.998 at residue 22
1258826	1259575	+	750	Amuc_1054	CDS	hypothetical protein	KEGG: dre:570086 similar to phosphoprotein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.941) with cleavage site probability 0.763 at residue 21
1259612	1260547	+	936	Amuc_1055	CDS	5,10-methylenetetrahydrofolate reductase	KEGG: pca:Pcar_1732 5,10-methylenetetrahydrofolate reductase; TIGRFAM: 5,10-methylenetetrahydrofolate reductase; PFAM: methylenetetrahydrofolate reductase	-
1260600	1261337	+	738	Amuc_1056	CDS	hypothetical protein	KEGG: saz:Sama_2084 hypothetical protein	-
1261594	1261866	+	273	Amuc_1057	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.994) with cleavage site probability 0.693 at residue 27
1261959	1262585	-	627	Amuc_1058	CDS	transcriptional regulator, TetR family	PFAM: regulatory protein TetR; KEGG: pol:Bpro_3451 transcriptional regulator, TetR family	-
1262718	1265876	-	3159	Amuc_1059	CDS	acriflavin resistance protein	PFAM: acriflavin resistance protein; KEGG: gfo:GFO_1306 heavy metal cation efflux protein CzcA	-
1265967	1267391	-	1425	Amuc_1060	CDS	Membrane-fusion protein-like protein	KEGG: gsu:GSU3399 efflux transporter, RND family, MFP subunit	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.989) with cleavage site probability 0.883 at residue 26
1267418	1268698	-	1281	Amuc_1061	CDS	Outer membrane protein-like protein	KEGG: lpn:lpg2136 chemiosmotic efflux system protein C (CzcC)	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.955) with cleavage site probability 0.797 at residue 25
1268845	1269273	-	429	Amuc_1062	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.861) with cleavage site probability 0.339 at residue 28
1269356	1270381	-	1026	Amuc_1063	CDS	Ankyrin	PFAM: Ankyrin; KEGG: tva:TVAG_470020 ankyrin repeat protein, putative Pfam: Ank PROSITE: ANK_REPEAT ANK_REP_REGION	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.965) with cleavage site probability 0.947 at residue 35
1270394	1271875	-	1482	Amuc_1064	CDS	major facilitator superfamily MFS_1	PFAM: major facilitator superfamily MFS_1; KEGG: bth:BT_0821 putative permease	-
1272008	1272652	-	645	Amuc_1065	CDS	hypothetical protein	-	-
1272982	1273566	+	585	Amuc_1066	CDS	hypothetical protein	-	-
1273673	1274590	-	918	Amuc_1067	CDS	transcriptional regulator, ArsR family	PFAM: regulatory protein ArsR; Methyltransferase type 11; Methyltransferase type 12; KEGG: sus:Acid_5272 transcriptional regulator, ArsR family	-
1274628	1275812	+	1185	Amuc_1068	CDS	Methionine adenosyltransferase	PFAM: S-adenosylmethionine synthetase; KEGG: pha:PSHAa0670 S-adenosylmethionine synthetase	-
1275836	1277251	+	1416	Amuc_1069	CDS	adenosylhomocysteinase	KEGG: sus:Acid_5273 S-adenosyl-L-homocysteine hydrolase; TIGRFAM: adenosylhomocysteinase; PFAM: S-adenosyl-L-homocysteine hydrolase; S-adenosyl-L-homocysteine hydrolase, NAD binding	-
1277393	1278406	-	1014	Amuc_1070	CDS	glycosyl transferase family 2	PFAM: glycosyl transferase family 2; KEGG: sat:SYN_01108 glycosyltransferase	-
1278857	1279840	+	984	Amuc_1071	CDS	hypothetical protein	-	-
1279869	1281134	+	1266	Amuc_1072	CDS	conserved hypothetical protein	KEGG: chu:CHU_0862 conserved hypothetical protein; possible protoporphyrinogen oxidase	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.795) with cleavage site probability 0.744 at residue 18
1281418	1282308	+	891	Amuc_1073	CDS	hypothetical protein	KEGG: dps:DP0018 hypothetical protein	-
1282440	1284098	-	1659	Amuc_1074	CDS	sulfatase	PFAM: sulfatase; KEGG: rba:RB973 mucin-desulfating sulfatase (N-acetylglucosamine-6-sulfatase)	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.765 at residue 23
1284186	1286084	+	1899	Amuc_1075	CDS	ATP-dependent DNA helicase, RecQ family	KEGG: abo:ABO_1161 ATP-dependent DNA helicase RecQ; TIGRFAM: ATP-dependent DNA helicase, RecQ family; PFAM: helicase domain protein; pyridine nucleotide-disulphide oxidoreductase dimerisation region; DEAD/DEAH box helicase domain protein; SMART: DEAD-like helicases	-
1286081	1287277	-	1197	Amuc_1076	CDS	Glycosyltransferase-like protein	KEGG: mst:Msp_0039 predicted glycosyltransferase	-
1287274	1288482	-	1209	Amuc_1077	CDS	glycosyl transferase group 1	PFAM: glycosyl transferase group 1; KEGG: sco:SCO0391 transferase	-
1288503	1289528	-	1026	Amuc_1078	CDS	hypothetical protein	KEGG: art:Arth_1228 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.997) with cleavage site probability 0.641 at residue 35
1289522	1291126	-	1605	Amuc_1079	CDS	L-aspartate oxidase	KEGG: gur:Gura_2487 L-aspartate oxidase; TIGRFAM: L-aspartate oxidase; PFAM: fumarate reductase/succinate dehydrogenase flavoprotein domain protein; FAD dependent oxidoreductase; FAD-dependent pyridine nucleotide-disulphide oxidoreductase	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.993) with cleavage site probability 0.959 at residue 23
1291233	1291814	+	582	Amuc_1080	CDS	RNA methyltransferase, TrmH family, group 3	TIGRFAM: RNA methyltransferase, TrmH family, group 3; PFAM: tRNA/rRNA methyltransferase (SpoU); KEGG: reh:H16_A2348 rRNA methylase	-
1291848	1292669	+	822	Amuc_1081	CDS	hypothetical protein	-	-
1293097	1293504	+	408	Amuc_1082	CDS	iron dependent repressor	PFAM: iron dependent repressor; KEGG: sfu:Sfum_3768 iron (metal) dependent repressor, DtxR family	-
1293567	1295663	-	2097	Amuc_1083	CDS	heavy metal translocating P-type ATPase	TIGRFAM: ATPase, P-type (transporting), HAD superfamily, subfamily IC; heavy metal translocating P-type ATPase; PFAM: Haloacid dehalogenase domain protein hydrolase; E1-E2 ATPase-associated domain protein; KEGG: msi:Msm_0293 cation transport ATPase, HAD family	-
1295787	1296056	-	270	Amuc_1084	CDS	conserved hypothetical protein	KEGG: fma:FMG_1134 hypothetical protein	-
1296592	1297809	+	1218	Amuc_1085	CDS	Carbohydrate-selective porin OprB	PFAM: Carbohydrate-selective porin OprB; KEGG: gsu:GSU3271 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 1.000 at residue 22
1298356	1298763	+	408	Amuc_1086	CDS	hypothetical protein	-	-
1298862	1299047	-	186	Amuc_1087	CDS	hypothetical protein	KEGG: rno:686064 late cornified envelope 1S (predicted)	-
1299082	1301343	-	2262	Amuc_1088	CDS	ferrous iron transport protein B	TIGRFAM: ferrous iron transport protein B; small GTP-binding protein; PFAM: GTP-binding protein HSR1-related; Ferrous iron transport protein B domain protein; Ferrous iron transport B domain protein; nucleoside recognition domain protein; KEGG: cbh:CLC_1082 ferrous iron transport protein B	-
1301420	1301650	-	231	Amuc_1089	CDS	FeoA family protein	PFAM: FeoA family protein; KEGG: dsy:DSY2321 hypothetical protein	-
1301682	1301894	-	213	Amuc_1090	CDS	FeoA family protein	PFAM: FeoA family protein; KEGG: cpy:Cphy_1192 FeoA family protein	-
1302165	1303544	-	1380	Amuc_1091	CDS	Cytochrome-c peroxidase	PFAM: Di-haem cytochrome c peroxidase; KEGG: bfs:BF2362 cytochrome-C peroxidase	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.932) with cleavage site probability 0.819 at residue 23
1303611	1304549	-	939	Amuc_1092	CDS	lipoic acid synthetase	KEGG: rxy:Rxyl_2548 lipoyl synthase; TIGRFAM: lipoic acid synthetase; PFAM: Radical SAM domain protein; SMART: Elongator protein 3/MiaB/NifB	-
1304612	1305157	-	546	Amuc_1093	CDS	CMP/dCMP deaminase zinc-binding	PFAM: CMP/dCMP deaminase zinc-binding; KEGG: dau:Daud_0014 CMP/dCMP deaminase, zinc-binding	-
1305302	1306300	+	999	Amuc_1094	CDS	ROK family protein	PFAM: ROK family protein; KEGG: tel:tlr2355 glucokinase	-
1306359	1308284	+	1926	Amuc_1095	CDS	heavy metal translocating P-type ATPase	TIGRFAM: ATPase, P-type (transporting), HAD superfamily, subfamily IC; cadmium-translocating P-type ATPase; heavy metal translocating P-type ATPase; PFAM: Haloacid dehalogenase domain protein hydrolase; E1-E2 ATPase-associated domain protein; KEGG: aoe:Clos_1087 heavy metal translocating P-type ATPase	-
1308450	1309874	-	1425	Amuc_1096	CDS	transcription termination factor Rho	PFAM: H+transporting two-sector ATPase alpha/beta subunit central region; Rho termination factor domain protein; Rho termination factor RNA-binding; SMART: AAA ATPase; KEGG: mes:Meso_3474 transcription termination factor Rho	-
1309867	1310472	-	606	Amuc_1097	CDS	dephospho-CoA kinase	KEGG: gka:GK2727 hypothetical protein; TIGRFAM: dephospho-CoA kinase; PFAM: Dephospho-CoA kinase	-
1310567	1313290	-	2724	Amuc_1098	CDS	type II and III secretion system protein	PFAM: TPR repeat-containing protein; type II and III secretion system protein; Tetratricopeptide TPR_2 repeat protein; SMART: Tetratricopeptide domain protein; KEGG: rso:RSc3114 probable general secretory pathway D transmembrane protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.992 at residue 29
1313362	1314375	-	1014	Amuc_1099	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.678) with cleavage site probability 0.522 at residue 25
